id,subscription_id,customer_id,shopify_order_id,email,created_at,processed_at,type,status,total_price,subtotal_price,tax_lines,discount_codes,error_message,payment_processor
1000000047,3000000007,9000000010,,riley_sanchez@hotmail.com,2024-09-30T06:49:55Z,,RECURRING,ERROR,95.95,89.99,5.96,,Payment method requires update,stripe
1000000048,3000000007,9000000010,5000000053,riley_sanchez@hotmail.com,2024-11-02T06:48:55Z,2024-11-02T06:48:55Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000049,3000000008,9000000012,5000000055,layla_wright99@gmail.com,2025-03-23T10:52:30Z,2025-03-23T10:52:30Z,CHECKOUT,SUCCESS,23.99,23.99,0.00,FIRST25,,stripe
1000000050,3000000008,9000000012,5000000056,layla_wright99@gmail.com,2025-04-20T10:47:30Z,2025-04-20T10:47:30Z,RECURRING,SUCCESS,32.09,29.99,2.10,,,stripe
1000000051,3000000008,9000000012,5000000057,layla_wright99@gmail.com,2025-05-23T10:45:30Z,2025-05-23T10:45:30Z,RECURRING,SUCCESS,32.65,29.99,2.66,,,stripe
1000000052,3000000008,9000000012,5000000058,layla_wright99@gmail.com,2025-06-20T10:50:30Z,2025-06-20T10:50:30Z,RECURRING,SUCCESS,32.65,29.99,2.66,,,stripe
1000000053,3000000008,9000000012,5000000059,layla_wright99@gmail.com,2025-07-19T10:58:30Z,2025-07-19T10:58:30Z,RECURRING,SUCCESS,32.65,29.99,2.66,,,stripe
1000000054,3000000008,9000000012,5000000060,layla_wright99@gmail.com,2025-08-18T10:59:30Z,2025-08-18T10:59:30Z,RECURRING,SUCCESS,32.39,29.99,2.40,,,stripe
1000000055,3000000008,9000000012,5000000061,layla_wright99@gmail.com,2025-09-19T10:47:30Z,2025-09-19T10:47:30Z,RECURRING,SUCCESS,29.39,26.99,2.40,COMEBACK10,,stripe
1000000056,3000000008,9000000012,5000000062,layla_wright99@gmail.com,2025-10-18T10:50:30Z,2025-10-18T10:50:30Z,RECURRING,SUCCESS,31.98,29.99,1.99,,,stripe
1000000057,3000000008,9000000012,5000000063,layla_wright99@gmail.com,2025-11-19T10:57:30Z,2025-11-19T10:57:30Z,RECURRING,SUCCESS,31.98,29.99,1.99,,,stripe
1000000058,3000000008,9000000012,5000000064,layla_wright99@gmail.com,2025-12-17T10:48:30Z,2025-12-17T10:48:30Z,RECURRING,SUCCESS,31.98,29.99,1.99,,,stripe
1000000059,3000000009,9000000014,5000000067,grace.johnson47@yahoo.com,2024-09-07T01:54:24Z,2024-09-07T01:54:24Z,CHECKOUT,SUCCESS,47.97,44.99,2.98,,,stripe
1000000060,3000000009,9000000014,5000000068,grace.johnson47@yahoo.com,2024-10-04T01:54:24Z,2024-10-04T01:54:24Z,RECURRING,SUCCESS,44.08,40.49,3.59,SAVE10,,stripe
1000000061,3000000009,9000000014,5000000069,grace.johnson47@yahoo.com,2024-11-06T01:49:24Z,2024-11-06T01:49:24Z,RECURRING,SUCCESS,43.32,40.49,2.83,LOYAL10,,stripe
1000000062,3000000009,9000000014,5000000070,grace.johnson47@yahoo.com,2024-12-05T01:42:24Z,2024-12-05T01:42:24Z,RECURRING,SUCCESS,43.73,40.49,3.24,LOYAL10,,stripe
1000000063,3000000009,9000000014,,grace.johnson47@yahoo.com,2025-01-05T01:42:24Z,,RECURRING,DECLINED,48.59,44.99,3.60,,Card declined,stripe
1000000064,3000000009,9000000014,5000000072,grace.johnson47@yahoo.com,2025-02-04T01:40:24Z,2025-02-04T01:40:24Z,RECURRING,SUCCESS,44.99,44.99,0.00,,,stripe
1000000065,3000000009,9000000014,,grace.johnson47@yahoo.com,2025-03-03T01:39:24Z,,RECURRING,DECLINED,47.97,44.99,2.98,,Payment method requires update,stripe
1000000066,3000000009,9000000014,5000000074,grace.johnson47@yahoo.com,2025-04-04T01:47:24Z,2025-04-04T01:47:24Z,RECURRING,SUCCESS,47.97,44.99,2.98,,,stripe
1000000067,3000000010,9000000015,5000000075,avacarter@yahoo.com,2025-05-03T01:08:03Z,2025-05-03T01:08:03Z,CHECKOUT,SUCCESS,29.99,29.99,0.00,,,stripe
1000000068,3000000010,9000000015,5000000076,avacarter@yahoo.com,2025-06-01T01:06:03Z,2025-06-01T01:06:03Z,RECURRING,SUCCESS,29.99,29.99,0.00,,,stripe
1000000069,3000000010,9000000015,5000000077,avacarter@yahoo.com,2025-07-03T01:06:03Z,2025-07-03T01:06:03Z,RECURRING,SUCCESS,32.39,29.99,2.40,,,stripe
1000000070,3000000010,9000000015,5000000078,avacarter@yahoo.com,2025-07-31T01:06:03Z,2025-07-31T01:06:03Z,RECURRING,SUCCESS,32.65,29.99,2.66,,,stripe
1000000071,3000000011,9000000016,5000000079,sebastiancarter@outlook.com,2025-10-29T18:45:44Z,2025-10-29T18:45:44Z,CHECKOUT,SUCCESS,28.08,26.24,1.84,WELCOME10,,stripe
1000000072,3000000011,9000000016,5000000080,sebastiancarter@outlook.com,2025-11-26T18:42:44Z,2025-11-26T18:42:44Z,RECURRING,SUCCESS,37.31,34.99,2.32,,,stripe
1000000073,3000000011,9000000016,5000000081,sebastiancarter@outlook.com,2025-12-29T18:50:44Z,2025-12-29T18:50:44Z,RECURRING,SUCCESS,37.31,34.99,2.32,,,stripe
1000000074,3000000012,9000000017,5000000083,evelyn.anderson@hotmail.com,2024-08-26T02:36:28Z,2024-08-26T02:36:28Z,CHECKOUT,SUCCESS,117.69,109.99,7.70,,,stripe
1000000075,3000000012,9000000017,5000000084,evelyn.anderson@hotmail.com,2024-11-24T02:32:28Z,2024-11-24T02:32:28Z,RECURRING,SUCCESS,109.99,109.99,0.00,,,stripe
1000000076,3000000012,9000000017,5000000085,evelyn.anderson@hotmail.com,2025-02-21T02:32:28Z,2025-02-21T02:32:28Z,RECURRING,SUCCESS,106.91,98.99,7.92,SAVE10,,stripe
1000000077,3000000012,9000000017,5000000086,evelyn.anderson@hotmail.com,2025-05-22T02:27:28Z,2025-05-22T02:27:28Z,RECURRING,SUCCESS,119.75,109.99,9.76,,,stripe
1000000078,3000000013,9000000018,5000000087,james.jones@hotmail.com,2024-10-14T22:55:24Z,2024-10-14T22:55:24Z,CHECKOUT,SUCCESS,25.67,23.99,1.68,TRYDEW,,stripe
1000000079,3000000013,9000000018,5000000088,james.jones@hotmail.com,2024-11-14T22:47:24Z,2024-11-14T22:47:24Z,RECURRING,SUCCESS,32.39,29.99,2.40,,,stripe
1000000080,3000000013,9000000018,5000000089,james.jones@hotmail.com,2024-12-14T22:41:24Z,2024-12-14T22:41:24Z,RECURRING,SUCCESS,32.65,29.99,2.66,,,stripe
1000000081,3000000013,9000000018,5000000090,james.jones@hotmail.com,2025-01-10T22:47:24Z,2025-01-10T22:47:24Z,RECURRING,SUCCESS,29.99,29.99,0.00,,,stripe
1000000082,3000000014,9000000019,5000000091,evelyn_walker@gmail.com,2025-03-17T18:06:58Z,2025-03-17T18:06:58Z,CHECKOUT,SUCCESS,32.65,29.99,2.66,,,stripe
1000000083,3000000014,9000000019,5000000092,evelyn_walker@gmail.com,2025-04-17T18:01:58Z,2025-04-17T18:01:58Z,RECURRING,SUCCESS,31.98,29.99,1.99,,,stripe
1000000084,3000000014,9000000019,5000000093,evelyn_walker@gmail.com,2025-05-17T18:03:58Z,2025-05-17T18:03:58Z,RECURRING,SUCCESS,31.98,29.99,1.99,,,stripe
1000000085,3000000014,9000000019,5000000094,evelyn_walker@gmail.com,2025-06-17T17:53:58Z,2025-06-17T17:53:58Z,RECURRING,SUCCESS,26.99,26.99,0.00,SAVE10,,stripe
1000000086,3000000014,9000000019,5000000095,evelyn_walker@gmail.com,2025-07-18T18:08:58Z,2025-07-18T18:08:58Z,RECURRING,SUCCESS,32.65,29.99,2.66,,,stripe
1000000087,3000000015,9000000022,5000000098,aaliyah.thomas53@icloud.com,2025-02-15T07:18:05Z,2025-02-15T07:18:05Z,CHECKOUT,SUCCESS,48.59,44.99,3.60,,,stripe
1000000088,3000000015,9000000022,5000000099,aaliyah.thomas53@icloud.com,2025-03-19T07:12:05Z,2025-03-19T07:12:05Z,RECURRING,SUCCESS,44.99,44.99,0.00,,,stripe
1000000089,3000000015,9000000022,5000000100,aaliyah.thomas53@icloud.com,2025-04-16T07:11:05Z,2025-04-16T07:11:05Z,RECURRING,SUCCESS,44.99,44.99,0.00,,,stripe
1000000090,3000000015,9000000022,5000000101,aaliyah.thomas53@icloud.com,2025-05-17T07:14:05Z,2025-05-17T07:14:05Z,RECURRING,SUCCESS,48.98,44.99,3.99,,,stripe
1000000091,3000000015,9000000022,5000000102,aaliyah.thomas53@icloud.com,2025-06-15T07:23:05Z,2025-06-15T07:23:05Z,RECURRING,SUCCESS,47.97,44.99,2.98,,,stripe
1000000092,3000000015,9000000022,5000000103,aaliyah.thomas53@icloud.com,2025-07-14T07:09:05Z,2025-07-14T07:09:05Z,RECURRING,SUCCESS,48.59,44.99,3.60,,,stripe
1000000093,3000000015,9000000022,5000000104,aaliyah.thomas53@icloud.com,2025-08-14T07:18:05Z,2025-08-14T07:18:05Z,RECURRING,SUCCESS,48.14,44.99,3.15,,,stripe
1000000094,3000000015,9000000022,5000000105,aaliyah.thomas53@icloud.com,2025-09-12T07:21:05Z,2025-09-12T07:21:05Z,RECURRING,SUCCESS,43.73,40.49,3.24,COMEBACK10,,stripe
1000000095,3000000015,9000000022,5000000106,aaliyah.thomas53@icloud.com,2025-10-13T07:18:05Z,2025-10-13T07:18:05Z,RECURRING,SUCCESS,44.99,44.99,0.00,,,stripe
1000000096,3000000016,9000000023,5000000107,benjamin_robinson55@yahoo.com,2024-10-30T13:05:34Z,2024-10-30T13:05:34Z,CHECKOUT,SUCCESS,29.99,29.99,0.00,,,stripe
1000000097,3000000016,9000000023,5000000108,benjamin_robinson55@yahoo.com,2024-11-30T13:08:34Z,2024-11-30T13:08:34Z,RECURRING,SUCCESS,32.39,29.99,2.40,,,stripe
1000000098,3000000016,9000000023,5000000109,benjamin_robinson55@yahoo.com,2024-12-30T13:07:34Z,2024-12-30T13:07:34Z,RECURRING,SUCCESS,32.09,29.99,2.10,,,stripe
1000000099,3000000016,9000000023,5000000110,benjamin_robinson55@yahoo.com,2025-01-31T13:02:34Z,2025-01-31T13:02:34Z,RECURRING,SUCCESS,29.99,29.99,0.00,,,stripe
1000000100,3000000017,9000000027,5000000114,emmarobinson@gmail.com,2024-08-07T23:31:07Z,2024-08-07T23:31:07Z,CHECKOUT,SUCCESS,34.99,34.99,0.00,,,stripe
1000000101,3000000017,9000000027,5000000115,emmarobinson@gmail.com,2024-09-05T23:36:07Z,2024-09-05T23:36:07Z,RECURRING,SUCCESS,37.31,34.99,2.32,,,stripe
1000000102,3000000017,9000000027,5000000116,emmarobinson@gmail.com,2024-10-05T23:31:07Z,2024-10-05T23:31:07Z,RECURRING,SUCCESS,37.31,34.99,2.32,,,stripe
1000000103,3000000017,9000000027,5000000117,emmarobinson@gmail.com,2024-11-04T23:35:07Z,2024-11-04T23:35:07Z,RECURRING,SUCCESS,34.99,34.99,0.00,,,stripe
1000000104,3000000017,9000000027,,emmarobinson@gmail.com,2024-12-04T23:35:07Z,,RECURRING,DECLINED,38.10,34.99,3.11,,Card declined,stripe
1000000105,3000000017,9000000027,,emmarobinson@gmail.com,2025-01-03T23:32:07Z,,RECURRING,DECLINED,38.10,34.99,3.11,,Card declined,stripe
1000000106,3000000018,9000000029,5000000121,penelope.miller@gmail.com,2025-07-22T10:50:34Z,2025-07-22T10:50:34Z,CHECKOUT,SUCCESS,77.75,71.99,5.76,WELCOME15,,stripe
1000000107,3000000018,9000000029,5000000122,penelope.miller@gmail.com,2025-10-21T10:51:34Z,2025-10-21T10:51:34Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000108,3000000019,9000000030,5000000124,ameliabaker34@outlook.com,2024-04-08T04:11:36Z,2024-04-08T04:11:36Z,CHECKOUT,SUCCESS,76.76,71.99,4.77,FIRST25,,stripe
1000000109,3000000019,9000000030,5000000125,ameliabaker34@outlook.com,2024-05-06T04:18:36Z,2024-05-06T04:18:36Z,RECURRING,SUCCESS,97.98,89.99,7.99,,,stripe
1000000110,3000000019,9000000030,5000000126,ameliabaker34@outlook.com,2024-06-05T04:18:36Z,2024-06-05T04:18:36Z,RECURRING,SUCCESS,97.19,89.99,7.20,,,stripe
1000000111,3000000019,9000000030,5000000127,ameliabaker34@outlook.com,2024-07-05T04:05:36Z,2024-07-05T04:05:36Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000112,3000000019,9000000030,5000000128,ameliabaker34@outlook.com,2024-08-06T04:17:36Z,2024-08-06T04:17:36Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000113,3000000019,9000000030,5000000129,ameliabaker34@outlook.com,2024-09-03T04:06:36Z,2024-09-03T04:06:36Z,RECURRING,SUCCESS,97.19,89.99,7.20,,,stripe
1000000114,3000000019,9000000030,5000000130,ameliabaker34@outlook.com,2024-10-02T04:09:36Z,2024-10-02T04:09:36Z,RECURRING,SUCCESS,80.99,80.99,0.00,LOYAL10,,stripe
1000000115,3000000019,9000000030,5000000131,ameliabaker34@outlook.com,2024-11-01T04:14:36Z,2024-11-01T04:14:36Z,RECURRING,SUCCESS,96.29,89.99,6.30,,,stripe
1000000116,3000000019,9000000030,5000000132,ameliabaker34@outlook.com,2024-12-02T04:20:36Z,2024-12-02T04:20:36Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000117,3000000019,9000000030,5000000133,ameliabaker34@outlook.com,2025-01-01T04:20:36Z,2025-01-01T04:20:36Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000118,3000000019,9000000030,5000000134,ameliabaker34@outlook.com,2025-01-31T04:10:36Z,2025-01-31T04:10:36Z,RECURRING,SUCCESS,97.98,89.99,7.99,,,stripe
1000000119,3000000019,9000000030,5000000135,ameliabaker34@outlook.com,2025-03-04T04:10:36Z,2025-03-04T04:10:36Z,RECURRING,SUCCESS,97.98,89.99,7.99,,,stripe
1000000120,3000000019,9000000030,5000000136,ameliabaker34@outlook.com,2025-04-02T04:15:36Z,2025-04-02T04:15:36Z,RECURRING,SUCCESS,95.95,89.99,5.96,,,stripe
1000000121,3000000019,9000000030,,ameliabaker34@outlook.com,2025-05-02T04:10:36Z,,RECURRING,DECLINED,97.19,89.99,7.20,,Card expired,stripe
1000000122,3000000019,9000000030,,ameliabaker34@outlook.com,2025-05-30T04:19:36Z,,RECURRING,DECLINED,95.95,89.99,5.96,,Card expired,stripe
1000000123,3000000020,9000000031,5000000139,emma.perez82@yahoo.com,2025-03-29T01:20:09Z,2025-03-29T01:20:09Z,CHECKOUT,SUCCESS,109.99,109.99,0.00,,,stripe
1000000124,3000000020,9000000031,5000000140,emma.perez82@yahoo.com,2025-06-27T01:18:09Z,2025-06-27T01:18:09Z,RECURRING,SUCCESS,117.69,109.99,7.70,,,stripe
1000000125,3000000020,9000000031,5000000141,emma.perez82@yahoo.com,2025-09-26T01:19:09Z,2025-09-26T01:19:09Z,RECURRING,SUCCESS,117.69,109.99,7.70,,,stripe
1000000126,3000000020,9000000031,,emma.perez82@yahoo.com,2025-12-26T01:12:09Z,,RECURRING,ERROR,109.99,109.99,0.00,,Insufficient funds,stripe
1000000127,3000000021,9000000032,5000000144,ava.hall@outlook.com,2025-07-21T10:37:30Z,2025-07-21T10:37:30Z,CHECKOUT,SUCCESS,38.10,34.99,3.11,,,stripe
1000000128,3000000021,9000000032,5000000145,ava.hall@outlook.com,2025-08-18T10:25:30Z,2025-08-18T10:25:30Z,RECURRING,SUCCESS,34.99,34.99,0.00,,,stripe
1000000129,3000000021,9000000032,5000000146,ava.hall@outlook.com,2025-09-17T10:29:30Z,2025-09-17T10:29:30Z,RECURRING,SUCCESS,33.58,31.49,2.09,SAVE10,,stripe
1000000130,3000000021,9000000032,5000000147,ava.hall@outlook.com,2025-10-20T10:37:30Z,2025-10-20T10:37:30Z,RECURRING,SUCCESS,37.31,34.99,2.32,,,stripe
1000000131,3000000021,9000000032,5000000148,ava.hall@outlook.com,2025-11-16T10:25:30Z,2025-11-16T10:25:30Z,RECURRING,SUCCESS,33.69,31.49,2.20,LOYAL10,,stripe
1000000132,3000000021,9000000032,5000000149,ava.hall@outlook.com,2025-12-18T10:32:30Z,2025-12-18T10:32:30Z,RECURRING,SUCCESS,37.31,34.99,2.32,,,stripe
1000000133,3000000022,9000000034,5000000151,aiden_lopez@outlook.com,2024-09-11T14:52:50Z,2024-09-11T14:52:50Z,CHECKOUT,SUCCESS,27.99,27.99,0.00,TRYDEW,,stripe
1000000134,3000000022,9000000034,5000000152,aiden_lopez@outlook.com,2024-10-14T14:48:50Z,2024-10-14T14:48:50Z,RECURRING,SUCCESS,37.44,34.99,2.45,,,stripe
1000000135,3000000022,9000000034,5000000153,aiden_lopez@outlook.com,2024-11-11T14:54:50Z,2024-11-11T14:54:50Z,RECURRING,SUCCESS,34.01,31.49,2.52,COMEBACK10,,stripe
1000000136,3000000022,9000000034,5000000154,aiden_lopez@outlook.com,2024-12-13T14:46:50Z,2024-12-13T14:46:50Z,RECURRING,SUCCESS,37.79,34.99,2.80,,,stripe
1000000137,3000000023,9000000035,5000000155,olivia.walker26@outlook.com,2024-08-21T13:18:59Z,2024-08-21T13:18:59Z,CHECKOUT,SUCCESS,28.08,26.24,1.84,WELCOME15,,stripe
1000000138,3000000023,9000000035,5000000156,olivia.walker26@outlook.com,2024-09-22T13:11:59Z,2024-09-22T13:11:59Z,RECURRING,SUCCESS,37.79,34.99,2.80,,,stripe
1000000139,3000000023,9000000035,5000000157,olivia.walker26@outlook.com,2024-10-22T13:10:59Z,2024-10-22T13:10:59Z,RECURRING,SUCCESS,34.99,34.99,0.00,,,stripe
1000000140,3000000023,9000000035,5000000158,olivia.walker26@outlook.com,2024-11-22T13:15:59Z,2024-11-22T13:15:59Z,RECURRING,SUCCESS,37.79,34.99,2.80,,,stripe
1000000141,3000000023,9000000035,5000000159,olivia.walker26@outlook.com,2024-12-22T13:10:59Z,2024-12-22T13:10:59Z,RECURRING,SUCCESS,38.10,34.99,3.11,,,stripe
1000000142,3000000023,9000000035,5000000160,olivia.walker26@outlook.com,2025-01-21T13:16:59Z,2025-01-21T13:16:59Z,RECURRING,SUCCESS,33.69,31.49,2.20,COMEBACK10,,stripe
1000000143,3000000023,9000000035,5000000161,olivia.walker26@outlook.com,2025-02-19T13:13:59Z,2025-02-19T13:13:59Z,RECURRING,SUCCESS,38.10,34.99,3.11,,,stripe
1000000144,3000000024,9000000036,5000000162,elizabeth.moore99@outlook.com,2025-06-05T19:41:06Z,2025-06-05T19:41:06Z,CHECKOUT,SUCCESS,40.92,38.24,2.68,TRYDEW,,stripe
